title,release_date,popularity,vote_count,vote_average,genres,actor,director,id
블랙 아담,2022-10-19,23828.993,1270,6.8,"[{'id': 28, 'name': '액션'}, {'id': 14, 'name': '판타지'}, {'id': 878, 'name': 'SF'}]","[18918, 83860, 1253353]",[59521],436270
스마일,2022-09-23,4111.786,779,6.9,"[{'id': 27, 'name': '공포'}, {'id': 9648, 'name': '미스테리'}, {'id': 53, 'name': '스릴러'}]","[1396124, 59219, 145245]",[2218465],882598
블랙 팬서: 와칸다 포에버,2022-11-09,3864.722,893,7.5,"[{'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 878, 'name': 'SF'}]","[1083010, 1267329, 82104]",[1056121],505642
Снайпер. Білий ворон,2022-05-03,2915.976,113,7.4,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}, {'id': 10752, 'name': '전쟁'}]","[3258776, 2232024, 2039497]",[3518356],966220
테리파이어 2,2022-10-06,2492.938,645,7,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[1882502, 1880016, 2787720]",[933176],663712
R.I.P.D.:알.아이.피.디.  2,2022-11-15,2373.629,124,7,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 80, 'name': '범죄'}]","[52886, 1146114, 3901]",[1181315],1013860
미디벌,2022-09-08,2207.869,154,7.2,"[{'id': 36, 'name': '역사'}, {'id': 28, 'name': '액션'}, {'id': 18, 'name': '드라마'}]","[11107, 103994, 3895]",[53348],551271
Jeepers Creepers: Reborn,2022-09-15,1967.334,477,5.8,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[1817397, 2738561, 3425159]",[66212],717728
에밀리 더 크리미널,2022-08-12,1840.528,192,6.9,"[{'id': 80, 'name': '범죄'}, {'id': 18, 'name': '드라마'}, {'id': 9648, 'name': '미스테리'}, {'id': 53, 'name': '스릴러'}]","[119592, 51995, 25382]",[1099792],862965
에놀라 홈즈 2,2022-11-04,1836.272,1024,7.7,"[{'id': 9648, 'name': '미스테리'}, {'id': 12, 'name': '모험'}, {'id': 80, 'name': '범죄'}]","[1356210, 73968, 1558986]",[173847],829280
Tadeo Jones 3: La Tabla Esmeralda,2022-08-24,1778.809,97,7.8,"[{'id': 12, 'name': '모험'}, {'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}, {'id': 14, 'name': '판타지'}]","[1164823, 1021607, 114463]",[1074721],676701
파라다이스 시티,2022-11-11,1775.857,12,6.2,"[{'id': 80, 'name': '범죄'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[8891, 62, 1224115]",[26713],829799
온 더 라인,2022-10-31,1726.511,125,6.5,"[{'id': 53, 'name': '스릴러'}]","[2461, 6863, 5528]",[1564258],979924
사라진 탄환 2,2022-11-10,1718.995,104,7,"[{'id': 28, 'name': '액션'}, {'id': 18, 'name': '드라마'}, {'id': 53, 'name': '스릴러'}]","[220692, 1145003, 83966]",[1188208],948276
MexZombies,2022-10-26,1602.866,84,7.2,"[{'id': 27, 'name': '공포'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[1310902, 2177750, 1240118]",[964826],675054
폴: 600미터,2022-08-11,1519.421,1762,7.3,"[{'id': 53, 'name': '스릴러'}]","[54633, 1279279, 47296]",[90812],985939
서부 전선 이상 없다,2022-10-07,1399.58,863,7.8,"[{'id': 10752, 'name': '전쟁'}, {'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}]","[3631223, 1111158, 1820948]",[221522],49046
오펀: 천사의 탄생,2022-07-27,1193.891,1312,6.8,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[77517, 12041, 58014]",[62768],760161
오버도즈,2022-11-04,1188.001,79,6.5,"[{'id': 28, 'name': '액션'}, {'id': 80, 'name': '범죄'}, {'id': 53, 'name': '스릴러'}]","[1018984, 20671, 110424]",[52342],896485
47 로닌의 검,2022-10-25,1147.821,80,6.9,"[{'id': 28, 'name': '액션'}, {'id': 14, 'name': '판타지'}]","[1267375, 18702, 2252174]",[61703],732459
미션 축구: 돌연변이를 무찔러라!,2022-11-09,1146.382,35,6.9,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[1066986, 2087866, 71041]",[1234311],1037858
투 킬 더 비스트,2022-04-28,1084.91,24,6,"[{'id': 9648, 'name': '미스테리'}, {'id': 14, 'name': '판타지'}, {'id': 53, 'name': '스릴러'}]","[3035813, 1961671, 3181204]",[1657527],856245
왓쳐,2022-06-03,1015.485,298,6.2,"[{'id': 9648, 'name': '미스테리'}, {'id': 53, 'name': '스릴러'}, {'id': 27, 'name': '공포'}]","[1094091, 1327613, 39659]",[1451203],807356
토르: 러브 앤 썬더,2022-07-06,994.797,4706,6.7,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}]","[74568, 524, 3894]",[55934],616037
쥬라기 월드: 도미니언,2022-06-01,986.645,3869,7,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[73457, 18997, 4784]",[930707],507086
The Red Book Ritual,2022-09-12,963.601,7,6.6,"[{'id': 27, 'name': '공포'}]","[3700533, 2880085, 3700534]",[1458309],928391
비스트,2022-08-11,958.7,812,7,"[{'id': 53, 'name': '스릴러'}, {'id': 12, 'name': '모험'}, {'id': 27, 'name': '공포'}]","[17605, 1438277, 1877835]",[67813],760741
강철의 연금술사 완결편: 최후의 연성,2022-06-24,942.883,120,6.3,"[{'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}]","[1247874, 1488591, 1255487]",[70103],960704
마고,2022-09-09,933.205,40,6.8,"[{'id': 27, 'name': '공포'}, {'id': 878, 'name': 'SF'}]","[74929, 142113, 144852]",[30058],846778
제미나이: 지구 최후의 날,2022-01-06,921.752,170,5.6,"[{'id': 878, 'name': 'SF'}]","[1280426, 1265148, 238523]",[3183304],575322
호커스 포커스 2,2022-09-27,919.841,1123,7.5,"[{'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[73931, 520, 11074]",[29214],642885
디 인비테이션,2022-08-24,912.666,327,6.4,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[1251069, 1729496, 1142724]",[1709460],830788
불릿 트레인,2022-07-03,902.848,2391,7.5,"[{'id': 28, 'name': '액션'}, {'id': 35, 'name': '코미디'}, {'id': 53, 'name': '스릴러'}]","[287, 125025, 27428]",[40684],718930
럭,2022-08-05,896.796,922,7.9,"[{'id': 16, 'name': '애니메이션'}, {'id': 12, 'name': '모험'}, {'id': 35, 'name': '코미디'}, {'id': 14, 'name': '판타지'}]","[1684452, 11108, 6352]",[80672],585511
피노키오,2022-09-07,892.473,1093,6.7,"[{'id': 14, 'name': '판타지'}, {'id': 12, 'name': '모험'}, {'id': 10751, 'name': '가족'}]","[2382044, 31, 24045]",[24],532639
탑건: 매버릭,2022-05-24,888.065,4795,8.3,"[{'id': 28, 'name': '액션'}, {'id': 18, 'name': '드라마'}]","[500, 996701, 6161]",[86270],361743
선과 악의 학교,2022-10-19,886.288,622,7.3,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 18, 'name': '드라마'}]","[1768965, 1494194, 11703]",[116805],779782
프레이,2022-08-02,853.532,4636,7.9,"[{'id': 53, 'name': '스릴러'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[1654001, 3675371, 87126]",[568322],766507
스파이더맨: 노 웨이 홈,2021-12-15,849.272,15871,8,"[{'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 878, 'name': 'SF'}]","[1136406, 505710, 71580]",[1293994],634649
폴링 포 크리스마스,2022-11-10,840.216,248,6.6,"[{'id': 10749, 'name': '로맨스'}, {'id': 35, 'name': '코미디'}]","[49265, 232501, 1622199]",[62079],833097
Frank and Penelope,2022-06-03,837.62,31,7.5,"[{'id': 53, 'name': '스릴러'}, {'id': 27, 'name': '공포'}, {'id': 80, 'name': '범죄'}]","[6863, 54789, 51670]",[54789],899294
테이크오버,2022-11-01,823.463,73,5.8,"[{'id': 28, 'name': '액션'}, {'id': 80, 'name': '범죄'}, {'id': 53, 'name': '스릴러'}]","[1486382, 567001, 1112244]",[1282094],944864
더 레어,2022-10-28,818.384,25,5.9,"[{'id': 28, 'name': '액션'}, {'id': 27, 'name': '공포'}]","[1352662, 1270111, 50668]",[57581],760204
피기,2022-10-07,817.801,209,6.7,"[{'id': 18, 'name': '드라마'}, {'id': 53, 'name': '스릴러'}, {'id': 27, 'name': '공포'}]","[1260914, 1510952, 102222]",[1987284],848058
아바타,2009-12-15,810.125,26579,7.5,"[{'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 878, 'name': 'SF'}]","[65731, 8691, 10205]",[2710],19995
마법에 걸린 사랑 2,2022-11-18,795.066,240,7.7,"[{'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}, {'id': 14, 'name': '판타지'}]","[9273, 18352, 52792]",[20739],338958
아바타: 물의 길,2022-12-14,789.375,0,0,"[{'id': 878, 'name': 'SF'}, {'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}]","[65731, 8691, 10205]",[2710],76600
미니언즈 2,2022-06-29,753.067,2328,7.5,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}]","[124747, 4495, 59919]",[8023],438148
수퍼 소닉 2,2022-03-30,751.144,3367,7.6,"[{'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 10751, 'name': '가족'}, {'id': 35, 'name': '코미디'}]","[11006, 222121, 110742]",[93364],675353
드래곤볼 슈퍼: 슈퍼 히어로,2022-06-11,741.948,2038,8,"[{'id': 16, 'name': '애니메이션'}, {'id': 878, 'name': 'SF'}, {'id': 28, 'name': '액션'}]","[90496, 85286, 90569]",[2403335],610150
"모니카, 오 마이 달링",2022-11-11,714.563,15,7.5,"[{'id': 80, 'name': '범죄'}, {'id': 35, 'name': '코미디'}, {'id': 18, 'name': '드라마'}]","[117727, 1108805, 223167]",[1086433],915831
아테나,2022-09-09,713.612,367,6.6,"[{'id': 18, 'name': '드라마'}, {'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}]","[1940747, 1660839, 1710851]",[78207],852046
테리파이어,2016-03-15,711.816,1030,6.6,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[1880016, 1303873, 1676771]",[933176],420634
인퍼널 머신,2022-09-23,684.18,128,6.9,"[{'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[529, 59860, 4654]",[2441040],916605
DC 리그 오브 슈퍼-펫,2022-07-27,660.081,941,7.5,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 10751, 'name': '가족'}, {'id': 35, 'name': '코미디'}, {'id': 878, 'name': 'SF'}]","[18918, 55638, 17697]",[89027],539681
닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04,652.099,6354,7.4,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}]","[71580, 550843, 5294]",[7623],453395
장진호지수문교,2022-02-01,650.018,25,6.6,"[{'id': 10752, 'name': '전쟁'}, {'id': 36, 'name': '역사'}, {'id': 28, 'name': '액션'}, {'id': 18, 'name': '드라마'}]","[78871, 2223265, 126736]",[20640],928123
Whisper,2022-01-23,622.908,38,6.3,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[1697473, 1912565, 1782078]",[1494681],928773
블랙 팬서,2018-02-13,617.977,19842,7.4,"[{'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 878, 'name': 'SF'}]","[172069, 135651, 1267329]",[1056121],284054
트윈,2022-04-06,609.062,105,6.1,"[{'id': 27, 'name': '공포'}, {'id': 9648, 'name': '미스테리'}]","[20374, 1102427, 203459]",[1168608],477462
와일드 이즈 더 윈드,2022-10-28,592.348,33,5.9,"[{'id': 80, 'name': '범죄'}, {'id': 18, 'name': '드라마'}]","[2614, 1181396, 93913]",[3744992],1033107
시크릿 헤드쿼터스,2022-08-12,584.352,156,6.9,"[{'id': 10751, 'name': '가족'}, {'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 35, 'name': '코미디'}, {'id': 878, 'name': 'SF'}]","[887, 454, 2867506]",[142272],791155
애프터: 에버 해피,2022-08-24,580.441,573,7,"[{'id': 10749, 'name': '로맨스'}, {'id': 18, 'name': '드라마'}]","[1753914, 1114487, 20805]",[1448492],744276
오르가즘 주식회사: 쾌락을 판 어느 회사의 진실,2022-11-05,578.231,21,6.1,"[{'id': 99, 'name': '다큐멘터리'}]",[],[60007],1040603
할로윈 엔드,2022-10-12,577.736,962,6.5,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[8944, 1511997, 1196041]",[64141],616820
원피스 필름 레드,2022-08-06,573.257,184,7.4,"[{'id': 16, 'name': '애니메이션'}, {'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 14, 'name': '판타지'}]","[203473, 3659896, 90561]",[90502],900667
베스퍼,2022-08-17,569.477,199,6.8,"[{'id': 878, 'name': 'SF'}, {'id': 18, 'name': '드라마'}, {'id': 12, 'name': '모험'}]","[1503909, 1665, 2648396]",[995521],976720
더 배트맨,2022-03-01,565.605,6788,7.7,"[{'id': 80, 'name': '범죄'}, {'id': 9648, 'name': '미스테리'}, {'id': 53, 'name': '스릴러'}]","[11288, 37153, 17142]",[32278],414906
메이의 새빨간 비밀,2022-03-10,561.307,3534,7.5,"[{'id': 16, 'name': '애니메이션'}, {'id': 10751, 'name': '가족'}, {'id': 35, 'name': '코미디'}, {'id': 14, 'name': '판타지'}]","[3156344, 25540, 1373681]",[2009739],508947
엔칸토: 마법의 세계,2021-10-13,557.605,7583,7.7,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}, {'id': 14, 'name': '판타지'}]","[968367, 2521631, 5723]",[76595],568124
극장판 귀멸의 칼날: 무한열차편,2020-10-16,556.581,2789,8.3,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}]","[1256603, 1563442, 119145]",[1283010],635302
멘,2022-05-20,548.941,476,6.3,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}, {'id': 14, 'name': '판타지'}]","[1498158, 139549, 1611824]",[2036],780609
크롤스페이스,2022-03-31,545.689,65,6.9,"[{'id': 53, 'name': '스릴러'}]","[9976, 98661, 114894]",[1102370],879538
블랙폰,2022-06-22,543.854,3107,7.9,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[2803710, 569, 1530558]",[55499],756999
La caída,2022-10-24,540.703,7,8.4,"[{'id': 18, 'name': '드라마'}]","[144275, 1096780, 3748551]",[69309],1037603
극장판 주술회전 0,2021-12-24,540.109,667,8.3,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 14, 'name': '판타지'}]","[77927, 119143, 1221114]",[2264366],810693
Madagascar: A Little Wild Holiday Goose Chase,2021-11-26,539.975,6,5.3,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}]","[2587804, 2175116, 2773215]",[1496456],904039
Arsenault & Fils,2022-06-17,537.839,5,5.1,"[{'id': 53, 'name': '스릴러'}, {'id': 18, 'name': '드라마'}]","[240742, 1658206, 81418]",[227722],848526
더 렛지,2022-02-18,520.533,129,6.2,"[{'id': 53, 'name': '스릴러'}, {'id': 12, 'name': '모험'}, {'id': 9648, 'name': '미스테리'}, {'id': 28, 'name': '액션'}, {'id': 80, 'name': '범죄'}]","[1197948, 1173231, 2931841]",[572295],924482
사마리탄,2022-08-25,509.334,1401,6.9,"[{'id': 28, 'name': '액션'}, {'id': 18, 'name': '드라마'}, {'id': 878, 'name': 'SF'}]","[2532098, 16483, 1026947]",[1299642],629176
극장판 5등분의 신부,2022-05-20,507.683,102,9,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10749, 'name': '로맨스'}]","[233590, 119143, 1072776]",[1495399],820067
Hex,2022-11-01,492.677,2,3,"[{'id': 28, 'name': '액션'}, {'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[1518164, 1932306, 3675100]",[1420324],988233
Mia and Me: The Hero of Centopia,2022-05-26,480.907,39,7.4,"[{'id': 16, 'name': '애니메이션'}, {'id': 14, 'name': '판타지'}, {'id': 12, 'name': '모험'}]","[1535053, 1253190, 1900234]",[116736],955644
매트리악,2022-10-11,479.382,44,5.4,"[{'id': 27, 'name': '공포'}]","[62932, 71083, 1602723]",[1450921],1024535
돈 리브,2022-11-11,478.069,11,5.5,"[{'id': 10749, 'name': '로맨스'}, {'id': 18, 'name': '드라마'}]","[1577490, 1584273, 115008]",[145509],1040263
걱정말아요 그대,2022-09-21,476.858,991,6.9,"[{'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}, {'id': 878, 'name': 'SF'}]","[1373737, 1052109, 62064]",[59315],619730
그림커티,2022-10-10,476.569,211,5.6,"[{'id': 27, 'name': '공포'}]","[3620497, 27855, 1129806]",[1062420],1024530
엘머의 모험,2022-11-04,471.204,13,7.6,"[{'id': 16, 'name': '애니메이션'}, {'id': 12, 'name': '모험'}, {'id': 10751, 'name': '가족'}, {'id': 14, 'name': '판타지'}, {'id': 35, 'name': '코미디'}]","[1277188, 1653291, 229932]",[96677],560052
RRR: 라이즈 로어 리볼트,2022-03-24,463.183,510,7.8,"[{'id': 28, 'name': '액션'}, {'id': 18, 'name': '드라마'}]","[148037, 147023, 1108120]",[147021],579974
20/20 Presents Black Panther: In Search of Wakanda,2022-11-04,462.359,0,0,"[{'id': 99, 'name': '다큐멘터리'}]","[1215522, 1056121, 2395]",[3773187],1043835
Mete miedo,2022-09-02,439.41,23,6.1,"[{'id': 53, 'name': '스릴러'}, {'id': 14, 'name': '판타지'}, {'id': 27, 'name': '공포'}]","[557713, 2482584, 1811021]",[1936356],812488
몬스터 호텔 4: 뒤바뀐 세계,2022-02-25,437.923,1285,7.1,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}, {'id': 14, 'name': '판타지'}, {'id': 12, 'name': '모험'}]","[77948, 62861, 17696]",[70652],585083
Dracula: The Original Living Vampire,2022-01-28,434.352,47,5.6,"[{'id': 27, 'name': '공포'}, {'id': 14, 'name': '판타지'}, {'id': 53, 'name': '스릴러'}]","[11086, 1648814, 3386521]",[1097187],928015
로스트 시티,2022-03-24,429.218,2231,6.7,"[{'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 35, 'name': '코미디'}]","[18277, 38673, 10980]",[174313],752623
코드 네임 밴쉬,2022-07-01,427.764,45,5.1,"[{'id': 53, 'name': '스릴러'}, {'id': 28, 'name': '액션'}]","[5915, 3131, 2478]",[74629],916719
20세기 소녀,2022-10-06,427.02,257,8.7,"[{'id': 10749, 'name': '로맨스'}, {'id': 18, 'name': '드라마'}]","[140335, 2117890, 2377671]",[2378215],851644
토고,2022-10-05,424.417,54,6.5,"[{'id': 80, 'name': '범죄'}, {'id': 18, 'name': '드라마'}]","[230222, 3268997, 3268998]",[230217],884363
루,2022-09-23,420.69,373,6.7,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 18, 'name': '드라마'}]","[19, 59017, 130253]",[402272],429473
언더 랩스 2,2022-09-25,420.359,26,6.6,"[{'id': 10751, 'name': '가족'}, {'id': 14, 'name': '판타지'}, {'id': 10770, 'name': 'TV 영화'}]","[1836114, 1983013, 2705566]",[88077],936061
So Cold the River,2022-03-25,415.429,28,5.6,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[1118081, 109740, 1411601]",[1423811],811061
시정 조치,2022-04-29,411.194,28,4.9,"[{'id': 878, 'name': 'SF'}, {'id': 28, 'name': '액션'}]","[62, 74677, 12132]",[131416],872177
보스 베이비 2,2021-07-01,411.177,2109,7.5,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 12, 'name': '모험'}, {'id': 10751, 'name': '가족'}]","[7447, 11006, 12110]",[18864],459151
바비: 모험을 떠나요,2022-10-25,409.493,5,7.2,"[{'id': 35, 'name': '코미디'}, {'id': 10751, 'name': '가족'}, {'id': 16, 'name': '애니메이션'}]","[63333, 3038265, 1440178]",[92125],1034470
몬스터 하이: 더 무비,2022-10-06,407.83,129,7.1,"[{'id': 12, 'name': '모험'}, {'id': 10751, 'name': '가족'}, {'id': 10770, 'name': 'TV 영화'}]","[3302924, 1630438, 2437835]",[1213162],335795
배트맨 앤 슈퍼맨: 배틀 오브 더 슈퍼 선즈,2022-10-17,407.535,138,8,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[1774679, 1277364, 75037]",[1637776],886396
혼자가 아닌,2022-04-01,402.458,146,6.6,"[{'id': 27, 'name': '공포'}, {'id': 18, 'name': '드라마'}, {'id': 36, 'name': '역사'}]","[1617466, 20699, 587823]",[1844423],883083
Sicosexual,2022-05-12,401.403,1,2,"[{'id': 53, 'name': '스릴러'}]","[2606946, 2374894, 2500985]",[2606947],834734
Deinfluencer,2022-10-01,398.876,3,6,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[3529232, 3529234, 2480289]",[2814493],969160
해리 포터와 마법사의 돌,2001-11-16,397.97,23574,7.9,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}]","[10980, 10989, 10990]",[10965],671
테리파이어,2011-08-09,397.865,47,6.7,"[{'id': 27, 'name': '공포'}]","[1375767, 1375765, 1487368]",[933176],86328
비욘드 유니버스,2022-10-27,386.879,128,8.1,"[{'id': 10749, 'name': '로맨스'}, {'id': 18, 'name': '드라마'}, {'id': 35, 'name': '코미디'}]","[1563169, 3505217, 1783088]",[2703260],962232
어벤져스: 인피니티 워,2018-04-25,385.319,25755,8.3,"[{'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}, {'id': 878, 'name': 'SF'}]","[3223, 74568, 103]",[19271],299536
강철의 연금술사 완결편: 복수자 스카,2022-05-20,383.571,138,6.9,"[{'id': 14, 'name': '판타지'}, {'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}]","[1247874, 1488591, 1255487]",[70103],960700
Два холма. Фильм,2022-06-09,382.935,0,0,"[{'id': 35, 'name': '코미디'}, {'id': 878, 'name': 'SF'}]","[2536169, 2213731, 2128574]",[1430080],981588
웬델 & 와일드,2022-10-21,380.408,126,6.8,"[{'id': 16, 'name': '애니메이션'}, {'id': 35, 'name': '코미디'}, {'id': 14, 'name': '판타지'}, {'id': 12, 'name': '모험'}]","[298410, 291263, 9780]",[57646],511817
Tom and Jerry Snowman's Land,2022-09-06,376.958,8,8.9,"[{'id': 10751, 'name': '가족'}, {'id': 35, 'name': '코미디'}, {'id': 16, 'name': '애니메이션'}, {'id': 12, 'name': '모험'}]","[59784, 54427, 1217137]",[94177],1018403
The Jack in the Box: Awakening,2022-02-24,375.536,189,6.3,"[{'id': 27, 'name': '공포'}]","[1733286, 2992685, 2215526]",[1976339],801071
코코,2017-10-27,374.969,16510,8.2,"[{'id': 10751, 'name': '가족'}, {'id': 16, 'name': '애니메이션'}, {'id': 14, 'name': '판타지'}, {'id': 10402, 'name': '음악'}, {'id': 35, 'name': '코미디'}, {'id': 12, 'name': '모험'}]","[1193391, 258, 4589]",[8],354912
노스맨,2022-04-07,373.624,2689,7.2,"[{'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}]","[28846, 2227, 150802]",[138781],639933
해리 포터와 비밀의 방,2002-11-13,373.225,18944,7.7,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}]","[10980, 10989, 10990]",[10965],672
해리 포터와 혼혈왕자,2009-07-07,373.076,16795,7.7,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}]","[10980, 10989, 10990]",[11343],767
Jaula,2022-09-09,372.351,123,6.3,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}, {'id': 9648, 'name': '미스테리'}]","[3623, 1209572, 1050908]",[1489421],960875
도그,2022-02-17,370.156,1002,7.4,"[{'id': 18, 'name': '드라마'}, {'id': 35, 'name': '코미디'}]","[38673, 209, 135352]",[38673],626735
Wakanda,2018-07-06,367.719,4,8,"[{'id': 10402, 'name': '음악'}]",[],[3384808],950044
Franco Escamilla: Voyerista auditivo,2022-10-23,367.376,55,8.7,"[{'id': 35, 'name': '코미디'}]",[2021651],[1698815],1039026
씽2게더,2021-12-01,365.253,3272,8,"[{'id': 16, 'name': '애니메이션'}, {'id': 12, 'name': '모험'}, {'id': 35, 'name': '코미디'}]","[10297, 368, 1245]",[52842],438695
메모리,2022-04-28,364.73,938,7.1,"[{'id': 28, 'name': '액션'}, {'id': 53, 'name': '스릴러'}, {'id': 80, 'name': '범죄'}]","[3896, 529, 1371819]",[10702],818397
신비한 동물들과 덤블도어의 비밀,2022-04-06,363.415,2974,6.8,"[{'id': 14, 'name': '판타지'}, {'id': 12, 'name': '모험'}, {'id': 28, 'name': '액션'}]","[37632, 9642, 1019]",[11343],338953
더 메뉴,2022-11-17,362.845,100,7.6,"[{'id': 35, 'name': '코미디'}, {'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[1397778, 5469, 3292]",[57199],593643
블레이드 퍼피 워리어,2022-07-14,359.854,183,6.7,"[{'id': 10751, 'name': '가족'}, {'id': 35, 'name': '코미디'}, {'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}]","[39995, 2231, 17835]",[18898],366672
더 스트레인저,2022-10-06,359.288,109,6.2,"[{'id': 80, 'name': '범죄'}, {'id': 18, 'name': '드라마'}, {'id': 9648, 'name': '미스테리'}, {'id': 53, 'name': '스릴러'}]","[33192, 16702, 1531205]",[1212871],848791
브라더스,2009-01-22,357.146,2624,7.2,"[{'id': 18, 'name': '드라마'}, {'id': 53, 'name': '스릴러'}, {'id': 10752, 'name': '전쟁'}]","[2219, 524, 131]",[53334],7445
나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,2021-08-06,356.083,315,7.6,"[{'id': 16, 'name': '애니메이션'}, {'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}, {'id': 878, 'name': 'SF'}]","[1325962, 1245094, 149894]",[1307036],768744
해리 포터와 불의 잔,2005-11-16,354.559,17922,7.8,"[{'id': 12, 'name': '모험'}, {'id': 14, 'name': '판타지'}, {'id': 10751, 'name': '가족'}]","[10980, 10989, 10990]",[10723],674
바바리안,2022-09-08,353.529,763,7,"[{'id': 27, 'name': '공포'}, {'id': 53, 'name': '스릴러'}]","[1335315, 137905, 15033]",[84833],913290
베놈 2: 렛 데어 비 카니지,2021-09-30,352.716,8214,6.9,"[{'id': 878, 'name': 'SF'}, {'id': 28, 'name': '액션'}, {'id': 12, 'name': '모험'}]","[2524, 57755, 1812]",[1333],580489
